,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_ireland,hash_irish,hash_johnnydepp,hash_stitch,hash_viral
4,GB,7103594978542193926,1653934593,I’m howling #binleymegachippy,6979283130705789957,jefferson miaa,"Follow the insta
LFC 🫶🏼
🇬🇷
Tsimikas is my dad😇",0,False,https://m.tiktok.com/v/7103594978542193926.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103594978542193926&source=h5_m,502843,1185,541,432,74147,7101689803728636678,7101689803728636678,72,7101689803728636678,Binley Mega Chippy,Binley mega chippy big fan,6.705469841543448e+18,Binley mega chippy big fan,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101689166894877446.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/407946c18e83696349eb0f835524ef42.json,False,False,,,,,[],0,0,Ireland,#binleymegachippy,0,0,0,0,0,0,0,0,0,0
5,IE,7102457687551528197,1653669797,GAA Catfish spotted in Borris-ileigh #gaacatfish #gaa #hurling #gaelicfootball,7081383363764618245,Paddy Stapleton,"Books, GAA gifts and stupid videos 👍
www.paddystapleton.ie",0,False,https://m.tiktok.com/v/7102457687551528197.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102457687551528197&source=h5_m,171979,46,59,58,5647,6817208513685620738,6817208513685620738,10036,6817208513685620738,"Spooky, quiet, scary atmosphere piano songs",Skittlegirl Sound,,,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e1f873ceb95b433c807dbdd2c0c14602,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d44020564b964ece8fc7d53a8b75ea5b,True,True,,,,,[],0,0,Ireland,#gaacatfish #gaa #hurling #gaelicfootball,0,0,0,0,0,0,0,0,0,0
6,IE,7103238874897403141,1653851681, ,7103231946436576262,a,"Alex is king❤️😍
Notice us @alexdoughertyofficial
@edsheeran",0,False,https://m.tiktok.com/v/7103238874897403141.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103238874897403141&source=h5_m,25480,101,74,125,1253,6991873865165114118,6991873865165114118,72,6991873865165114118,Hot New Bombshell,Love Island,6.926245279504532e+18,Love Island,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6991873968135228165.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/443b8ff89d1ceda19fd6b08736c898fe.json,False,False,,,,,[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
7,IE,7075806838486306053,1647464661,👀👀 #fyp #jamesyladd #foryou #foryourpage #foryoupage,6626900013233946629,Jamesy Ladd,"Hey you can you please support my Instagram. 
👇👇",0,False,https://m.tiktok.com/v/7075806838486306053.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075806838486306053&source=h5_m,776896,547,4489,3612,48731,7075806821201496838,7075806821201496838,72,7075806821201496838,original sound - jamesyladd,Jamesy Ladd,6.626900013233947e+18,Jamesy Ladd,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7075806813517662981.mp3,,False,False,,,,,[],0,0,Ireland,#fyp #jamesyladd #foryou #foryourpage #foryoupage,1,1,0,1,0,0,0,0,0,0
0,GB,7101343959087058181,1653410486,Ded🤣🤣🤣 #washingpowder #henryhoover,6764355066142655494,Meg,21 🦋,0,False,https://www.tiktok.com/@meglmills/video/7101343959087058181?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101343959087058181&source=h5_m,2977851,8496,4916,3,319936,7096996538555190022,7096996538555190022,72,7096996538555190022,original sound - lewisrobbo17,Lewis Robbo Robinson,6.774480233485288e+18,Lewis Robbo Robinson,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096996567202138885.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/95b913e74759359fbd551a19655621e7.json,False,False,,,,,[],0,0,Ireland,#washingpowder #henryhoover,0,0,0,0,0,0,0,0,0,0
1,IE,7103638985389526278,1653944840,Every time I’m doing a cu$tom #fyp #fypシ #viral #JDAirMaxMode,7084632778151085061,Mia Bleuu,"𝘛𝘸𝘦𝘯𝘵𝘺 𝘖𝘯𝘦 ♡
✨0% accountant✨
ꜰᴏʟʟᴏᴡ ᴍʏ ɪɴꜱᴛᴀɢʀᴀᴍ🔗",0,False,https://www.tiktok.com/@mia.bleuu/video/7103638985389526278?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103638985389526278&source=h5_m,2676,2,6,1,94,6905928882122197766,6905928882122197766,72,6905928882122197766,original sound - swaynami (Contains music from: WITHOUT YOU - The Kid LAROI),"Contains music from: ""WITHOUT YOU""",6.805014838907078e+18,SWAYNAMI,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6905928931753462534.mp3,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/4f18937f46247f9f73c9588c78aef362.json,False,False,The Kid LAROI,WITHOUT YOU,original sound - swaynami (Contains music from: WITHOUT YOU - The Kid LAROI),"Contains music from: ""WITHOUT YOU""",[],0,0,Ireland,#fyp #fypシ #viral #JDAirMaxMode,0,0,0,1,1,0,0,0,0,1
2,GB,7093564312484105477,1651599146,#duet with @ilysmnails,7531698,Levi Jed Murphy,"business: henry@cadence-talent.com

👇🏽 MY GAWWJUS MERCH BELOW 👇🏽",0,False,https://www.tiktok.com/@levijedmurphy/video/7093564312484105477?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093564312484105477&source=h5_m,11209640,1718,1514,5863,697160,7082370286401702683,7082370286401702683,24,7082370286401702683,Wait A Minute! (Duckhead Edit) (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",6.508494589473112e+18,Duckhead Dj Kasur,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7082370305552829210.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/241863689ab47c011269273c5f206d17.json,False,False,WILLOW,Wait a Minute!,Wait A Minute! (Duckhead Edit) (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",[],0,0,Ireland,#duet,0,0,0,0,0,0,0,0,0,0
3,IE,7086578997101989126,1649972751,“Im actually gonna fart” wait until the end 💀 #lgbt #lgbtcouple #wlw #girlswholikegirls #alphabetmafia🌈 @nina_jablonska,124731312191483904,Meri,"Follow me on IG 👀✨
Ireland 🇮🇪
LGBTQ+ Mental Health
👻: meritxus",0,False,https://www.tiktok.com/@irelandsfavouritegay/video/7086578997101989126?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086578997101989126&source=h5_m,98842,50,118,107,10892,6920843819546052610,6920843819546052610,10033,6920843819546052610,N i g h t C h a n g e s - Slowed,DancingRoom,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/481fe3c615a3436b996b230b542ead98,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/067c39d6d5b240c7b120b841c39f4745,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1550418807', 'external_song_key': 'apple_song_id'}]",0,0,Ireland,#lgbt #lgbtcouple #wlw #girlswholikegirls #alphabetmafia🌈,0,0,0,0,0,0,0,0,0,0
4,GB,7092717492426001670,1651401982, ,7059430494053024774,Saving Grace,A truly outrageous podcast hosted by @GKBarry,0,False,https://www.tiktok.com/@savinggracepod/video/7092717492426001670?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092717492426001670&source=h5_m,2066675,471,191,448,268679,7092717436876770053,7092717436876770053,72,7092717436876770053,original sound - savinggracepod,Saving Grace,7.059430494053025e+18,Saving Grace,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092717476160899846.mp3,,False,False,,,,,[],0,0,Ireland,,0,0,0,0,0,0,0,0,0,0
5,US,7099664389007199534,1653019431,I cant stop watching it 😂😫 #fyp #foryou #foryoupage #TopGunMode #fypシ #cantatopwatching #funny,25844136,AntMan 🐜,"337 La✈️  H-Town 🤟🏾
Tiktok goal : 5k",0,False,https://www.tiktok.com/@anttyoutofunny/video/7099664389007199534?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099664389007199534&source=h5_m,2866843,589,5119,894,23816,7099664327363365675,7099664327363365675,72,7099664327363365675,original sound - anttyoutofunny,AntMan 🐜,25844136.0,AntMan 🐜,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7099664373295205163.mp3,,False,False,,,,,[],0,0,Ireland,#fyp #foryou #foryoupage #TopGunMode #fypシ #cantatopwatching #funny,1,1,1,1,1,0,0,0,0,0
6,GB,7102885824877890821,1653769480,Johnny Depp doesn't hold back on insulting Amber Heard 😂 #johnnydepp #AmberTurd #amberheard #deppvheard #flappyfishmarket,6660836115568066565,A Guy,Just a guy,0,False,https://www.tiktok.com/@just_a_guy2022/video/7102885824877890821?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102885824877890821&source=h5_m,2588454,3945,18069,14110,185871,7102885848974494470,7102885848974494470,72,7102885848974494470,original sound - just_a_guy2022,A Guy,6.660836115568067e+18,A Guy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102885847569795845.mp3,,False,False,,,,,[],0,0,Ireland,#johnnydepp #AmberTurd #amberheard #deppvheard #flappyfishmarket,0,0,0,0,0,0,0,1,0,0
7,GB,7103223270018698501,1653848048,Her face tho😭 #comedy #prank #funnyvideos #prankvideo #viral,7026597589714600966,comedy.pranks,"Official Home Of The Pranks🏠
#1 Pranks Page🥇
Follow For More🌟
Credits✅",0,False,https://www.tiktok.com/@comedy.pranks/video/7103223270018698501?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103223270018698501&source=h5_m,1018879,126,103,109,24438,7026851502283803397,7026851502283803397,72,7026851502283803397,Use This Sound For Pranks (Contains music from: Monkeys Spinning Monkeys - Kevin MacLeod),"Contains music from: ""Monkeys Spinning Monkeys""",7.026597589714601e+18,comedy.pranks,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7026851611163085574.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f00eb84c22bdf5672a7fb6612b05c822.json,False,False,Kevin MacLeod,Monkeys Spinning Monkeys,Use This Sound For Pranks (Contains music from: Monkeys Spinning Monkeys - Kevin MacLeod),"Contains music from: ""Monkeys Spinning Monkeys""",[],0,0,Ireland,#comedy #prank #funnyvideos #prankvideo #viral,0,0,0,0,0,0,0,0,0,1
0,IE,7096971875468725510,1652392531,Billie talks about her tics🥺 #fyp #billieeilish,6933279398120883205,thebillieglobe,"Im a fan page
⚠️I’m not Billie⚠️
Not violating guidelines 
- 
Thebillieglobe",0,False,https://m.tiktok.com/v/7096971875468725510.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096971875468725510&source=h5_m,1804296,325,148,845,299255,6746993352891189249,6746993352891189249,10033,6746993352891189249,Monkeys Spinning Monkeys,Kevin MacLeod & Kevin The Monkey,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ea8ca7768b2142be9cafe3284d9b97fa,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bd04654513374431956fb38fa9f8db1b,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1581990211', 'external_song_key': 'apple_song_id'}]",0,0,Ireland,#fyp #billieeilish,0,0,0,1,0,0,0,0,0,0
1,IE,7093953318384307461,1651689718,Best girl #foryou #fyp #besties @a.m.y.l.e.i.g.h,6769341390641021957,Saskia Keogh,21,0,False,https://m.tiktok.com/v/7093953318384307461.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093953318384307461&source=h5_m,259826,92,103,399,16018,7057739817069267759,7057739817069267759,72,7057739817069267759,toma tussi (Contains music from: Mi Gata - Standly & El Barto),"Contains music from: ""Mi Gata""",6.822375090220434e+18,key 💋,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7057739848668678958.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0142754e7b4a77df46fa045fc39c0298.json,False,False,Standly & El Barto,Mi Gata,toma tussi (Contains music from: Mi Gata - Standly & El Barto),"Contains music from: ""Mi Gata""",[],0,0,Ireland,#foryou #fyp #besties,1,0,0,1,0,0,0,0,0,0
2,US,7102933532992867627,1653780587,how would you feel about this if you were a twin?? #twins #skit,119705598744489984,Nina and Kylie,"ninandkylie@gmail.com
beach & açaí obsessed
Acting, & movie recreating! 
🎬TWINS",0,False,https://m.tiktok.com/v/7102933532992867627.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102933532992867627&source=h5_m,392261,85,15,3,56250,6711902754031273986,6711902754031273986,10033,6711902754031273986,Young Folks,Shindig Society,,,False,False,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7a68dd83b67a4a2ebb7b4e38b989340b,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/3f77e4246b9f4f1f8174ca77664db9b6,False,True,,,,,[],0,0,Ireland,#twins #skit,0,0,0,0,0,0,0,0,0,0
3,GB,7094712798474767622,1651866549,Reply to @gordonramsaytv part 26 on my page!!!!! #gordonramsay #ramsay #hotelhell #kitchennightmare #food #masterchef #hellskitchen,7039528040887649285,GordonRamsayTV,"Gordon Ramsay fan account💯
•
🚨NOT THE REAL RAMSAY🚨",0,False,https://m.tiktok.com/v/7094712798474767622.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094712798474767622&source=h5_m,15992999,1128,497,2104,932099,6839740285593847810,6839740285593847810,10036,6839740285593847810,Tropical Beach(812641),TimTaj,,,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/cbfe2bb7eef542bcb7a1f1080f7df98d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/14f5cfbe4134414e9bbf1a4c4ec4aefe,False,True,,,,,[],0,0,Ireland,#gordonramsay #ramsay #hotelhell #kitchennightmare #food #masterchef #hellskitchen,0,0,0,0,0,0,0,0,0,0
4,IE,7096051891443928326,1652178333,Do you know anyone like this 😂#fatlosstips,6815215879372407813,Evan Daly_dailyfitness,"Online coaching ✅
⬇️Apply for Online Coaching ⬇️",0,False,https://m.tiktok.com/v/7096051891443928326.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096051891443928326&source=h5_m,503780,154,172,303,67321,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,Ireland,#fatlosstips,0,0,0,0,0,0,0,0,0,0
5,IE,7096198068407782662,1652212366,got 🩸 on my js 🥲                #noplacelikehome,180580381761380352,Aaron Croke,Thurles Cities Finest,0,False,https://m.tiktok.com/v/7096198068407782662.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096198068407782662&source=h5_m,164086,267,98,147,13443,228281666685902848,228281666685902848,71,228281666685902848,EastEnders Theme - New BBC TV Version 2009,Simon May,,,False,False,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/95bbad4e652142faae1220d4066567e3,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81786ea016e54258ac0184004feca694,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '392691251', 'external_song_key': 'apple_song_id'}]",0,0,Ireland,#noplacelikehome,0,0,0,0,0,0,0,0,0,0
6,IE,7089029433847336197,1650543288,She was not happy 💨 (@Muireann Doyle) #fyp #ireland #irish #prank #irishmammy #irishhumour #irishcomedy #fart #banter #viral #lol #granny,6836294207210046469,LADbible Ireland,"Welcome to LADbible Ireland TikTok 😂☘️
👇 Submit your videos & earn cash 👇",0,False,https://m.tiktok.com/v/7089029433847336197.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089029433847336197&source=h5_m,267893,103,427,419,23516,7089029402658360069,7089029402658360069,72,7089029402658360069,original sound - ladbibleireland,LADbible Ireland,6.836294207210046e+18,LADbible Ireland,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089029402956253958.mp3,,False,False,,,,,[],0,0,Ireland,#fyp #ireland #irish #prank #irishmammy #irishhumour #irishcomedy #fart #banter #viral #lol #granny,0,0,0,1,0,1,1,0,0,1
7,US,7102285776532245806,1653629771,#stitch with @jamescharles,6990850975079384069,Jaydyn,"Insta: 40LSX
My page is for the mentally ill
18",0,False,https://m.tiktok.com/v/7102285776532245806.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102285776532245806&source=h5_m,1482201,1457,1662,829,180942,7102285659997768494,7102285659997768494,72,7102285659997768494,original sound - shroomactivity,Jaydyn,6.990850975079384e+18,Jaydyn,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102285761055116078.mp3,,False,False,,,,,[],0,0,Ireland,#stitch,0,0,0,0,0,0,0,0,1,0
0,US,7101333867814063406,1653408137,Not the bride he was expecting! #wedding #weddingtiktok #weddingvideo #groomreaction,6762769744619193350,Yellow light Productions,"Yellow Light Productions 📹 
Booking 2022 ✅",0,False,https://www.tiktok.com/@yellowlightfilms/video/7101333867814063406?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101333867814063406&source=h5_m,2890851,967,6342,914,417793,6747998912755271682,6747998912755271682,10033,6747998912755271682,The Good Part,AJR,,,False,False,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/857eca8bf86a40728b0688e76b452742?x-expires=1653980033&x-signature=zL4ADAEtMZptyiFc1%2BIxWmFfAdA%3D,True,True,,,,,[],0,0,Ireland,#wedding #weddingtiktok #weddingvideo #groomreaction,0,0,0,0,0,0,0,0,0,0
1,US,7103286090605563182,1653862673,jijos de la chinga 😤 #fyp #fypシ #fy #viral #walmart che jente rata 🐀,6867411472390259717,HTOWNCUHZ,"POWER LIFT BIH🏋🏻
150K✨🙏🏻 
Salamanca Gto🇲🇽
back up @htowncuhzz",0,False,https://www.tiktok.com/@htowncuhz/video/7103286090605563182?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103286090605563182&source=h5_m,3664610,8495,38511,35,533366,7103286067750587178,7103286067750587178,72,7103286067750587178,original sound - htowncuhz,HTOWNCUHZ,6.86741147239026e+18,HTOWNCUHZ,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7103286097609919278.mp3,,False,False,,,,,[],0,0,Ireland,#fyp #fypシ #fy #viral #walmart,0,0,0,1,1,0,0,0,0,1
2,US,7095080716077387054,1651952211,The one about being followed... 😮 #facts #lifesaving #tips #safety #caution,89609894642728960,Adorian Deck,"The facts guy 🧠
📩 adorian@deckedmedia.com",0,False,https://www.tiktok.com/@adoriandeck/video/7095080716077387054?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095080716077387054&source=h5_m,20398724,15013,88019,7855,3026577,7095080765951740718,7095080765951740718,72,7095080765951740718,original sound - adoriandeck,Adorian Deck,8.960989464272896e+16,Adorian Deck,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7095080796012448558.mp3,,False,False,,,,,[],0,0,Ireland,#facts #lifesaving #tips #safety #caution,0,0,0,0,0,0,0,0,0,0
3,US,7103396748575509803,1653888438,Wow this was deep 🥹 #fyp #xyzbca #anime #jutjutsukaisen #foryoupage,17817605,LulPatchy,⬇️Full VIDEOS HERE⬇️,0,False,https://www.tiktok.com/@lulpatchy/video/7103396748575509803?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103396748575509803&source=h5_m,400103,244,126,640,66021,7103396683496622891,7103396683496622891,72,7103396683496622891,original sound - lulpatchy,LulPatchy,17817605.0,LulPatchy,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7103396735720114990.mp3,,False,False,,,,,[],0,0,Ireland,#fyp #xyzbca #anime #jutjutsukaisen #foryoupage,0,1,0,1,0,0,0,0,0,0
