,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_amberheard,hash_australia,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_johnnydepp,hash_trending,hash_viral
3,GB,7096479224931847429,1652278801,cat is living in the year 3000 #samandcat #catvalentine #arianagrande #sampuckett #jennettemccurdy #icarly #victorious #nickelodeon #nickelodeonuk,6587401579098341382,NickelodeonUK,The official Nickelodeon UK Tik Tok 🧡,0,False,https://m.tiktok.com/v/7096479224931847429.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096479224931847429&source=h5_m,5703451,1156,1033,7347,711848,7096483391272471302,7096483391272471302,72,7096483391272471302,original sound - nickelodeonuk,NickelodeonUK,6.587401579098341e+18,NickelodeonUK,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096483390148315909.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f6aed7e064c62e26e27aeb3124f86f5f.json,False,False,,,,,[],0,0,Australia,#samandcat #catvalentine #arianagrande #sampuckett #jennettemccurdy #icarly #victorious #nickelodeon #nickelodeonuk,0,0,0,0,0,0,0,0,0,0
4,TH,7100049403335036186,1653109073,✨ go best friend ✨#chucky2021 #chuckyseries #chucky #chuckydoll #ชัคกี้ #ชัคกี้2021 #ชัคกี้ซีรี่ส์ #fyp #ฟีด,7053071985450042394,chuckyชัคกี้,,0,False,https://m.tiktok.com/v/7100049403335036186.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100049403335036186&source=h5_m,12886058,7567,5021,24702,1701889,7010104873886698246,7010104873886698246,10036,7010104873886698246,TWINNEM,Coi Leray,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/5183ddb6b69f47f59ee9f866e3ef41c0,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/462131f46b754622b99218371276b306,False,True,,,,,[],0,0,Australia,#chucky2021 #chuckyseries #chucky #chuckydoll #ชัคกี้ #ชัคกี้2021 #ชัคกี้ซีรี่ส์ #fyp #ฟีด,0,0,0,0,0,1,0,0,0,0
5,AU,7100832824772611329,1653291478,Anyone else fangin a dart #junkie #smoking #bogan #aussie #fyp,6732076732462384133,AshChapmanTV,Brisbane based stand up comedian and actor,0,False,https://m.tiktok.com/v/7100832824772611329.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100832824772611329&source=h5_m,2390882,2219,6438,12929,394584,7100832801641073409,7100832801641073409,72,7100832801641073409,original sound - ashchapmantv,AshChapmanTV,6.732076732462384e+18,AshChapmanTV,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7100832784435972866.mp3,,False,False,,,,,[],0,0,Australia,#junkie #smoking #bogan #aussie #fyp,0,0,0,0,0,1,0,0,0,0
6,AU,7100800747838688513,1653284010,Ngl I really thought he was gonna fall #magnethouse #perth #fyp #northbridge,6995893686387540994,kcbond,perth,0,False,https://m.tiktok.com/v/7100800747838688513.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100800747838688513&source=h5_m,2059815,2883,3431,5703,337982,7017590029354650373,7017590029354650373,72,7017590029354650373,XD (Contains music from: eyes over heaven turning - Lazar 111),"Contains music from: ""eyes over heaven turning""",6.905149070857389e+18,El gato pro 777,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7017590103883238149.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2e8903834b34b76921f3ea88e6f96fd0.json,False,False,Lazar 111,eyes over heaven turning,XD (Contains music from: eyes over heaven turning - Lazar 111),"Contains music from: ""eyes over heaven turning""",[],0,0,Australia,#magnethouse #perth #fyp #northbridge,0,0,0,0,0,1,0,0,0,0
7,AU,7094068112399584513,1651716446,Don’t drink & Golf on a first date 🤭 #Golf #foryou #drinkfail #golffail #funny #golfvideo #firstdate #firstdatefail #foryoupage,6765421196503958534,Kelly Grima,,0,False,https://m.tiktok.com/v/7094068112399584513.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094068112399584513&source=h5_m,2479669,589,6016,2353,160083,7094068103579060993,7094068103579060993,72,7094068103579060993,original sound - kellygrima (Contains music from: Hits 2021 (Mashup) - Trinix),"Contains music from: ""Hits 2021 (Mashup)""",6.765421196503959e+18,Kelly Grima,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7094068101234330369.mp3,,False,False,Trinix,Hits 2021 (Mashup),original sound - kellygrima (Contains music from: Hits 2021 (Mashup) - Trinix),"Contains music from: ""Hits 2021 (Mashup)""",[],0,0,Australia,#Golf #foryou #drinkfail #golffail #funny #golfvideo #firstdate #firstdatefail #foryoupage,0,0,1,1,1,0,0,0,0,0
0,US,7099294819415084334,1652933383, ,5776959,Mackenzie Ziegler,don’t take my tiktok seriously,0,False,https://www.tiktok.com/@mackenzieziegler/video/7099294819415084334?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099294819415084334&source=h5_m,8152725,2753,1670,3556,1248685,7087744357444471557,7087744357444471557,10036,7087744357444471557,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6877039427674a0699970fc9520959ab,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81ec85a194e74eb28259e0335a98b13f,False,True,,,,,[],0,0,Australia,,0,0,0,0,0,0,0,0,0,0
1,AU,7095502987229007106,1652050530,Reply to @maadarany  Karen’s shenanigans part 3? #karensdiner #sydneykarens #karensdinerau #karensoftiktok,7025738934089761793,Karen's Diner,"Great burgers & rude service 🍔😡

https://www.bemorekaren.com",2,False,https://www.tiktok.com/@karensdinerofficial/video/7095502987229007106?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095502987229007106&source=h5_m,8064669,5280,5747,7283,1543073,6778968637492430849,6778968637492430849,10033,6778968637492430849,Blue Blood,Heinz Kiessling & Various Artists,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/08d510b36c464c09a854525aa4e58e97,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/3456878546824303adb4e4381c489161,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '389365966', 'external_song_key': 'apple_song_id'}]",0,0,Australia,#karensdiner #sydneykarens #karensdinerau #karensoftiktok,0,0,0,0,0,0,0,0,0,0
2,GB,7098390620544224518,1652722859,Kourtney’s worker kept on stealing from her 😳 #fyp #khloekardashian #kourtneykardashian,6988982017728693253,Eva,"• Follow for daily Kardashian quotes 💬💗
• 1M+ on Instagram 
• Since 2015",0,False,https://www.tiktok.com/@kardashquotes/video/7098390620544224518?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098390620544224518&source=h5_m,14976409,2591,1330,5535,2133048,7098390619210500869,7098390619210500869,72,7098390619210500869,original sound - kardashquotes,Eva,6.988982017728693e+18,Eva,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098390625124502277.mp3,,False,False,,,,,[],0,0,Australia,#fyp #khloekardashian #kourtneykardashian,0,0,0,0,0,1,0,0,0,0
3,AU,7100533388330765570,1653221761,Who wants a part 2? 📸 #fyp #photoshop #editing #photography,6741195148380963845,Rachel Canale 📸 Photographer,"🌎🌴I travel the world taking photos 🧳✈️

⬇️ DOWNLOAD my Editing App ⬇️",0,False,https://www.tiktok.com/@rachel.canale/video/7100533388330765570?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100533388330765570&source=h5_m,6007788,707,530,3139,1340197,7099535056695446278,7099535056695446278,72,7099535056695446278,BOMBON X BUM BUM TAM TAM BY ALTEGO (Contains music from: Joga O Bum Bum Tam Tam - MC Fioti),"Contains music from: ""Joga O Bum Bum Tam Tam""",6.925393143870342e+18,ALTÉGO,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099535085669468933.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4889944e0638951b37d350e0a2f2def8.json,False,False,MC Fioti,Joga O Bum Bum Tam Tam,BOMBON X BUM BUM TAM TAM BY ALTEGO (Contains music from: Joga O Bum Bum Tam Tam - MC Fioti),"Contains music from: ""Joga O Bum Bum Tam Tam""",[],0,0,Australia,#fyp #photoshop #editing #photography,0,0,0,0,0,1,0,0,0,0
4,US,7103119371664477483,1653823861,The Golden State Warriors are back in the NBA Finals #gsw #goldenstatewarriors #stephcurry #nbafinals all rights reserved to the owner of logos and song . Fan page,6663474515262586886,Scott Vargas,"👇 shop my website👇
DM FOR CUSTOM 
Use Code : TIKTOK",0,False,https://www.tiktok.com/@vargasmakery/video/7103119371664477483?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103119371664477483&source=h5_m,305520,47,20,35,13147,7098758785535118122,7098758785535118122,10036,7098758785535118122,United In Grief,Kendrick Lamar,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2cfb61943db841c89735f9f95cae67a3,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/157bdd8872924bd19b1a9e0c10273ec6,False,True,,,,,[],0,0,Australia,#gsw #goldenstatewarriors #stephcurry #nbafinals,0,0,0,0,0,0,0,0,0,0
5,CA,7094997607726025990,1651932862,Wilbur our dog #bunny #pettok #Bunnytok #hollandlop #bunnies #foryou #dog #rabbit #rabbitsoftiktok,6795340181857043461,Wilbur The Rabbit,"Wilbur & Me 
Free roam therapy rabbit
🇨🇦",0,False,https://www.tiktok.com/@wilbur.therabbit/video/7094997607726025990?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094997607726025990&source=h5_m,10833340,12672,51670,64,1685160,6739921400431134721,6739921400431134721,10033,6739921400431134721,Up - Movie Theme,Giampaolo Pasquile,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6228e19cb9ee4a3b8f02a56b8340ed59,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bbadd7fc62ff489d9b4359455b14d1ae,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '979259859', 'external_song_key': 'apple_song_id'}]",0,0,Australia,#bunny #pettok #Bunnytok #hollandlop #bunnies #foryou #dog #rabbit #rabbitsoftiktok,0,0,1,0,0,0,0,0,0,0
6,US,7100978369705086254,1653325366,Was waiting for her to come back up. 😳😅 (via @Em) #pool #swim #swimming #Summer #foryou #fyp,6670556298780835845,House of Highlights,"Follow for the BEST content on TikTok 🤝
Say hi, we reply to comments 👀",2,False,https://www.tiktok.com/@houseofhighlights/video/7100978369705086254?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100978369705086254&source=h5_m,6928298,6110,26663,8675,447215,7089828122854197249,7089828122854197249,10033,7089828122854197249,About Damn Time,Lizzo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/62d497a35bcf407598da8ac1d741359b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/38418ae73d084e45a86fb6cbbd0149fe,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619162353', 'external_song_key': 'apple_song_id'}]",0,0,Australia,#pool #swim #swimming #Summer #foryou #fyp,0,0,1,0,0,1,0,0,0,0
7,AU,7098740482225818881,1652804317,sub to my youtube for more 🗿 #arianagrande #blackpink #billieeilish #nickiminaj #taylorswift #oliviarodrigo #beyonce #cardib,6944643905900921857,subscribe to my YouTube :),"↗️
Subscribe to my YouTube for more content! 🤍",0,False,https://www.tiktok.com/@moonlighteditsss/video/7098740482225818881?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098740482225818881&source=h5_m,6663639,9185,12792,18263,1061246,7098740498176756481,7098740498176756481,72,7098740498176756481,original sound - moonlighteditsss,subscribe to my YouTube :),6.944643905900922e+18,subscribe to my YouTube :),False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7098740478794943234.mp3,,False,False,,,,,[],0,0,Australia,#arianagrande #blackpink #billieeilish #nickiminaj #taylorswift #oliviarodrigo #beyonce #cardib,0,0,0,0,0,0,0,0,0,0
0,AU,7101036580244049154,1653338919,My opinion! 💗 Doesn’t mean it’s facts and please don’t yell at me 🫣 ALSO TYSM FOR THE VEIWS AND FOLLOWSSS 🐬🌴🛍 || 🏷: #Summer #💗🌴🦩 #svmmer #styleihate #thingstodothissummer #🇦🇺🦘☀️ #🇦🇺 #goviral💗 #❤️‍🔥 #new #polishedaussie,7100426683341423617,Aussie ☀️🇦🇺🦘,"Basic Australian 
Spam like = block
💗",0,False,https://www.tiktok.com/@polishedaussie/video/7101036580244049154?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101036580244049154&source=h5_m,1969529,1008,261,537,297399,7086570526134651654,7086570526134651654,72,7086570526134651654,Love,🇹🇷 <3,7.045380863403787e+18,🇹🇷 <3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086570531364801286.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2b1ce01d78afa360796980c8c5c9415b.json,False,False,,,,,[],0,0,Australia,#Summer #💗🌴🦩 #svmmer #styleihate #thingstodothissummer #🇦🇺🦘☀️ #🇦🇺 #goviral💗 #❤️‍🔥 #new #polishedaussie,0,0,0,0,0,0,0,0,0,0
1,AU,7100441857527663874,1653200450,JOHNNY YOU JUST@Emily Biram  HIT ME,6678372162070299654,lilyana!,that bitch,0,False,https://www.tiktok.com/@lilyanakerwitz/video/7100441857527663874?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100441857527663874&source=h5_m,2954517,719,2707,21,142077,7094230234047761154,7094230234047761154,72,7094230234047761154,Johnny you hit me you just hit me (Contains music from: Be Punished - Morra),"Contains music from: ""Be Punished""",7.089811375347025e+18,JusticeforJohnny Depp,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7094230227672468225.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d77cda94bb13169e75c6441e70a8563d.json,False,False,Morra,Be Punished,Johnny you hit me you just hit me (Contains music from: Be Punished - Morra),"Contains music from: ""Be Punished""",[],0,0,Australia,,0,0,0,0,0,0,0,0,0,0
2,AL,7093600196449422597,1651607501,What do you think? 🤭#kyliejenner #metgala2022 #metgalalooks,6791464294573917190,Klaudia Ryta 🌹,"Thank you for supporting me!💕
Instagram: @konigin_ryta 
23/♈️
Commission👇🏻",0,False,https://www.tiktok.com/@konigin_ryta/video/7093600196449422597?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093600196449422597&source=h5_m,23004351,20723,11822,176,4284613,7069472793577916417,7069472793577916417,10033,7069472793577916417,I'm Tired (Bonus Track),Labrinth & Zendaya,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7448be1716fa4aa280b26f5356d4c1af,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a40dd4ea201f4a99b60994683e2094ec,False,True,,,,,[],0,0,Australia,#kyliejenner #metgala2022 #metgalalooks,0,0,0,0,0,0,0,0,0,0
3,AU,7096282439785516289,1652232013,i hope she’s joking 😭💔 #pregant #madi #chasesbaby #sosad #crying #chav #uk #ROLEPLAY,7085494704028451842,char ❤️💋🇬🇧,"roleplay!!
18 years old xx
taken 🔒
📍uk babes
bf: chase.leng1",0,False,https://www.tiktok.com/@charli.leng1/video/7096282439785516289?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096282439785516289&source=h5_m,2514910,388,212,601,163285,7096282339088665345,7096282339088665345,72,7096282339088665345,original sound - charli.leng1,char ❤️💋🇬🇧,7.085494704028452e+18,char ❤️💋🇬🇧,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7096282235740982018.mp3,,False,False,,,,,[],0,0,Australia,#pregant #madi #chasesbaby #sosad #crying #chav #uk #ROLEPLAY,0,0,0,0,0,0,0,0,0,0
4,US,7100709146722307371,1653262681,You can literally see my legs shaking because of how difficult it is for me to stand like a normal person #knockknees #lol,3259650,emme louise,☺️☺️,0,False,https://www.tiktok.com/@emmeharrisonn/video/7100709146722307371?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100709146722307371&source=h5_m,7725845,30351,24264,15472,1151884,6881368253919218438,6881368253919218438,72,6881368253919218438,original sound - official_scottjackson (Contains music from: Intro - Hailz Calmlee & SnipeBeatz),"Contains music from: ""Intro""",6.664572649736356e+18,Scott Jackson,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6881368129855949574.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/377697dba029b847a9495bd73add4a2b.json,False,False,Hailz Calmlee & SnipeBeatz,Intro,original sound - official_scottjackson (Contains music from: Intro - Hailz Calmlee & SnipeBeatz),"Contains music from: ""Intro""",[],0,0,Australia,#knockknees #lol,0,0,0,0,0,0,0,0,0,0
5,GB,7099842448683355438,1653060889,How much money does mrbeast make? 🤔 #mrbeast #loganpaul #impaulsive #youtube #youtuber #binaryfinance #fyp,7094271169923466282,Binary Finance,Learn to Earn lifetime passive income from youtube and never work again 👇,0,False,https://www.tiktok.com/@binaryfinance/video/7099842448683355438?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099842448683355438&source=h5_m,2991139,388,183,793,217642,7099842378147613483,7099842378147613483,72,7099842378147613483,original sound - binaryfinance,Binary Finance,7.094271169923466e+18,Binary Finance,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7099842438696586030.mp3,,False,False,,,,,[],0,0,Australia,#mrbeast #loganpaul #impaulsive #youtube #youtuber #binaryfinance #fyp,0,0,0,0,0,1,0,0,0,0
6,NL,7098737621408517381,1652803651,"Once a abuser, always a abuser 😬🙃 #amberturd  #johnnydepp #johnnydeppisinnocent #justiceforjohnnydepp #johnnydepptrial",6927289464058840069,Renske162,She/her ✨✨🌞🌞🐝🐝,0,False,https://www.tiktok.com/@renske068/video/7098737621408517381?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098737621408517381&source=h5_m,5138539,1216,5395,2044,196609,222522326066683904,222522326066683904,71,222522326066683904,Oops!...I Did It Again,Britney Spears,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/87603b3b95174117a1852c1919b17449,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/798716f18bd344c7a9066a05d63e9478,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '267954487', 'external_song_key': 'apple_song_id'}]",0,0,Australia,#amberturd #johnnydepp #johnnydeppisinnocent #justiceforjohnnydepp #johnnydepptrial,0,0,0,0,0,0,0,1,0,0
7,GB,7094671078865243438,1651942799,Socks 👏 are 👏 a 👏 perfect 👏 gift! 👏,7021648989582148614,Wizarding World,The official home of Harry Potter and Fantastic Beasts.,2,False,https://www.tiktok.com/@wizardingworld/video/7094671078865243438?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094671078865243438&source=h5_m,6831883,3036,5301,133,1047077,7095040257602784046,7095040257602784046,72,7095040257602784046,original sound - wizardingworld (Contains music from: Gangsta - Zerb),"Contains music from: ""Gangsta""",7.021648989582149e+18,Wizarding World,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7095040298652388142.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/5f451e09be790e2a1bada23b2928eb7c.json,False,False,Zerb,Gangsta,original sound - wizardingworld (Contains music from: Gangsta - Zerb),"Contains music from: ""Gangsta""",[],0,0,Australia,,0,0,0,0,0,0,0,0,0,0
